Date,Open,High,Low,Close,Volume
2014.05.09 06:36,1.381110,1.381110,1.381020,1.381040,0
2014.05.09 06:37,1.381050,1.381130,1.381050,1.381120,0
2014.05.09 06:38,1.381110,1.381110,1.381060,1.381100,0
2014.05.09 06:39,1.381090,1.381100,1.381040,1.381070,0
2014.05.09 06:40,1.381080,1.381090,1.381070,1.381090,0
2014.05.09 06:41,1.381080,1.381080,1.380990,1.380990,0
2014.05.09 06:42,1.381000,1.381040,1.380990,1.381040,0
2014.05.09 06:43,1.381050,1.381060,1.381010,1.381050,0
2014.05.09 06:44,1.381030,1.381120,1.381030,1.381100,0
2014.05.09 06:45,1.381110,1.381140,1.381090,1.381130,0
2014.05.09 06:46,1.381120,1.381130,1.381110,1.381130,0
2014.05.09 06:47,1.381120,1.381120,1.381080,1.381080,0
2014.05.09 06:48,1.381070,1.381070,1.381000,1.381040,0
2014.05.09 06:49,1.381050,1.381090,1.380950,1.380950,0
2014.05.09 06:50,1.380940,1.380940,1.380800,1.380880,0
2014.05.09 06:51,1.380870,1.380870,1.380640,1.380690,0
2014.05.09 06:52,1.380700,1.380720,1.380580,1.380590,0
2014.05.09 06:53,1.380580,1.380680,1.380550,1.380630,0
2014.05.09 06:54,1.380640,1.380660,1.380570,1.380590,0
2014.05.09 06:55,1.380580,1.380630,1.380580,1.380630,0
2014.05.09 06:56,1.380620,1.380680,1.380620,1.380630,0
2014.05.09 06:57,1.380610,1.380660,1.380520,1.380520,0
2014.05.09 06:58,1.380500,1.380510,1.379990,1.380010,0
2014.05.09 06:59,1.380030,1.380110,1.379780,1.379900,0
2014.05.09 07:00,1.379880,1.380020,1.379880,1.379900,0
2014.05.09 07:01,1.379820,1.379840,1.379490,1.379490,0
2014.05.09 07:02,1.379460,1.379510,1.379130,1.379470,0
2014.05.09 07:03,1.379480,1.379800,1.379450,1.379780,0
2014.05.09 07:04,1.379790,1.379880,1.379740,1.379830,0
2014.05.09 07:05,1.379820,1.379840,1.379570,1.379750,0
2014.05.09 07:06,1.379730,1.379840,1.379700,1.379720,0
2014.05.09 07:07,1.379730,1.379740,1.379380,1.379490,0
2014.05.09 07:08,1.379470,1.379540,1.379220,1.379240,0
2014.05.09 07:09,1.379250,1.379410,1.379250,1.379330,0
2014.05.09 07:10,1.379320,1.379420,1.379190,1.379260,0
2014.05.09 07:11,1.379270,1.379270,1.379080,1.379220,0
2014.05.09 07:12,1.379240,1.379240,1.379090,1.379130,0
2014.05.09 07:13,1.379120,1.379200,1.378820,1.378920,0
2014.05.09 07:14,1.378960,1.378990,1.378560,1.378840,0
2014.05.09 07:15,1.378830,1.379090,1.378730,1.378740,0
2014.05.09 07:16,1.378750,1.379100,1.378750,1.379100,0
2014.05.09 07:17,1.379060,1.379120,1.378880,1.379040,0
2014.05.09 07:18,1.379050,1.379060,1.378820,1.378820,0
2014.05.09 07:19,1.378810,1.378870,1.378690,1.378770,0
2014.05.09 07:20,1.378780,1.378860,1.378740,1.378810,0
2014.05.09 07:21,1.378790,1.378910,1.378730,1.378910,0
2014.05.09 07:22,1.378920,1.379010,1.378920,1.378930,0
2014.05.09 07:23,1.378920,1.378980,1.378840,1.378840,0
2014.05.09 07:24,1.378850,1.379110,1.378830,1.379060,0
