Date,Date,End,Enter Price,Exit Price,Money Earned,PnL,Quantity,Total_equity,Value,Cumulative_PnL,Return
2001-01-04 14:00:00,2001-01-04 14:00:00,2001-01-04 23:00:00,0.9466,0.9507,-257.1428571428567,-0.004499999999999993,-57142.857142857145,9742.857142857143,54091.42857142857,-0.004499999999999993,
2001-01-08 10:00:00,2001-01-08 10:00:00,2001-01-09 01:00:00,0.952,0.9448,378.5795918367338,0.006799999999999984,-55673.4693877551,10121.436734693876,53001.142857142855,0.0022999999999999913,0.0388571428571427
2001-01-09 18:00:00,2001-01-09 18:00:00,2001-01-10 21:00:00,0.9415,0.9367,-300.75126297376244,-0.005200000000000027,57836.78134110786,9820.685471720113,54453.329632653054,-0.0029000000000000354,-0.029714285714285915
2001-01-11 22:00:00,2001-01-11 22:00:00,2001-01-15 08:00:00,0.9521,0.9445,404.05105940790986,0.00719999999999994,-56118.20269554351,10224.736531128023,53430.14078642697,0.004299999999999905,0.041142857142856704
2001-01-15 20:00:00,2001-01-15 20:00:00,2001-01-16 07:00:00,0.9423,0.9387,-233.70826356864333,-0.004000000000000048,58427.065892160135,9991.028267559379,55055.824190182495,0.0002999999999998568,-0.02285714285714313
2001-01-17 15:00:00,2001-01-17 15:00:00,2001-01-18 11:00:00,0.9325,0.9426,553.7884239732912,0.009699999999999999,57091.5901003393,10544.81669153267,53237.9077685664,0.009999999999999856,0.05542857142857138
2001-01-19 11:00:00,2001-01-19 11:00:00,2001-01-19 13:00:00,0.9441,0.9394,-307.3060864389543,-0.005100000000000038,60256.09538018668,10237.510605093716,56887.77964843425,0.0048999999999998186,-0.029142857142857248
2001-01-24 08:00:00,2001-01-24 08:00:00,2001-01-24 15:00:00,0.9353,0.9244,614.2506363056242,0.010500000000000021,-58500.060600535515,10851.76124139934,54715.10667968087,0.015399999999999841,0.06000000000000005
2001-01-24 21:00:00,2001-01-24 21:00:00,2001-01-25 11:00:00,0.922,0.9163,-378.26139184306504,-0.0061000000000000386,62010.06423656765,10473.499849556274,57173.27922611537,0.009299999999999801,-0.03485714285714314
2001-01-26 14:00:00,2001-01-26 14:00:00,2001-01-29 12:00:00,0.9233,0.9196,-245.37913933246352,-0.004100000000000037,59848.570568893,10228.120710223811,55258.18520625891,0.005199999999999765,-0.023428571428571576
2001-01-31 12:00:00,2001-01-31 12:00:00,2001-01-31 20:00:00,0.9296,0.9332,-233.7856162336899,-0.004000000000000048,-58446.40405842177,9994.335093990121,54331.777212708876,0.001199999999999717,-0.02285714285714313
2001-02-01 22:00:00,2001-02-01 22:00:00,2001-02-05 08:00:00,0.938,0.9422,-262.70823675631704,-0.004600000000000093,-57110.48625137212,9731.626857233805,53569.636103787045,-0.003400000000000376,-0.02628571428571469
2001-02-05 17:00:00,2001-02-05 17:00:00,2001-02-06 13:00:00,0.9396,0.9326,367.02135575853237,0.006600000000000006,-55609.29632705031,10098.648212992337,52250.49482889647,0.0031999999999996302,0.03771428571428581
2001-02-09 10:00:00,2001-02-09 10:00:00,2001-02-12 03:00:00,0.92,0.9272,392.4046162762727,0.006799999999999984,57706.561217099064,10491.05282926861,53090.03631973114,0.009999999999999613,0.03885714285714292
2001-02-12 18:00:00,2001-02-12 18:00:00,2001-02-13 16:00:00,0.929,0.9209,461.60632448781865,0.007699999999999996,-59948.87331010635,10952.659153756429,55692.5033050888,0.01769999999999961,0.04400000000000004
2001-02-15 04:00:00,2001-02-15 04:00:00,2001-02-15 12:00:00,0.9182,0.9082,600.8315878632103,0.00960000000000001,-62586.62373575101,11553.49074161964,57467.037914166576,0.027299999999999616,0.05485714285714294
2001-02-19 02:00:00,2001-02-19 02:00:00,2001-02-19 11:00:00,0.9131,0.9208,481.94561379327166,0.007299999999999929,66019.94709496936,12035.436355412912,60282.81369241653,0.03459999999999955,0.04171428571428537
